row_label,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026
Clothing and footwear - Clothing,0.3400369182939844,0.3195197521301374,0.3957146993533333,0.3749278984810589,0.2969064265874843,0.3055767761650285,0.2856054836252841,0.3227643820011394,-0.0473126419379354,0.3124112468048778,0.2453756134390472,0.1882884579175403
Clothing and footwear - Footwear,0.3221397891448596,0.2821835165904618,0.2328740539491613,0.2904162633107443,0.2027027027027061,0.2697235333782855,0.1248919204534404,0.0,-1.026674342736511,-0.2035870092098934,-0.1360015543034776,-0.1264591439688711
Education services - Early childhood and primary education,0.0487852473412209,0.0585137507314037,0.8089668615984591,0.5220922362950686,0.9329614311820666,,1.162569087097398,,-0.1695553880934341,-0.0188714851858895,0.0283125707814191,0.0377394093782568
Education services - Education not defined by level,0.0989805008413391,0.1483239394838298,0.5134281200631863,0.2848722986247498,0.2057008521892278,,0.2443792766373409,,0.2535348610434029,0.048633401420095,0.0777756173439669,0.2525743151350346
Education services - Higher education,0.0,0.0,0.11896500446118,0.1485295573819156,0.9689539252521362,,0.8029768899334044,,0.0388575869438634,1.4663041367255714,-0.0095702938080144,0.0095712098009181
Education services - Secondary education,0.0489093221167857,0.1075479077043306,0.7129602500244303,0.5042668735453892,1.4473176379776076,,1.036712954156371,,0.0753082933258042,-0.0094064528266435,0.0846660395108278,0.07519503712754
Food and beverages - Beverages,0.3339226085248503,0.3915426781519349,0.3022620904836293,0.2721881986973873,0.2229762481822383,0.2321532211259525,0.1254584057131857,0.0963855421686643,-0.1251805488685531,-0.1446201311222528,-0.1158636670850588,-0.0386660222329693
Food and beverages - Food,-1.4430156081280066,-0.1294820717131606,-0.0897576543332889,0.3593531643042436,1.1935548040580723,1.8969923333988616,0.7909713514034911,-0.354100870896723,-0.1728774490971973,0.49066769289976,-0.3446625179511775,-0.0480353540205591
Food and beverages - Services for processing primary goods for food,0.4284323271664947,0.339344580182277,0.231906464392706,0.3952569169960451,0.3648934127136405,0.3157290470723328,0.4101096804959514,0.1139817629179473,0.1992409867172639,0.170438405454032,0.2552226108327726,0.1414293795964472
"Furnishings, household equipment and routine household maintenance - Furniture, furnishings, and loose carpets",0.1958096729978597,0.24428376001564,0.2826786236475254,0.28188180404356,0.2617039837161883,,0.4060324825986061,0.1347968419025624,-0.1634615384615401,0.2022536839063837,0.1345636293733187,0.1343827990017088
"Furnishings, household equipment and routine household maintenance - Glassware, tableware and household utensils",0.2733574148198636,0.282348359458684,0.3106796116504773,0.3193960511033822,0.270139893873611,,0.6542865390166464,0.1816269955071225,-0.1717557251908363,0.1816096348690399,0.1621982635244823,0.2857687178510204
"Furnishings, household equipment and routine household maintenance - Goods and services for routine household maintenance",0.1678680754418904,0.1675867507886508,0.2066725715972772,0.1669613042624362,0.176487890969712,,0.3719291377116462,,0.0975134080936301,0.0681928884559202,0.1070872274143264,0.1069726733443632
"Furnishings, household equipment and routine household maintenance - Household appliances",0.1783590963138959,0.3758654797230587,0.3350413874654956,0.3732076212924928,0.1859099804305319,,0.0195331575349122,-0.2538814568889713,-1.1257953989231573,-0.1485148514851486,-0.0892414476945879,-0.0496228662167586
"Furnishings, household equipment and routine household maintenance - Household textiles",0.1070455430128403,0.2041411490230293,0.2328288707799775,0.2226093689508435,0.1255432158377756,,0.4822530864197594,0.1151852562871758,0.0575263662512037,0.2778842468378784,0.3440038222646935,0.2190267593562334
"Furnishings, household equipment and routine household maintenance - Tools and equipment for house and garden",-0.1196530062817835,0.0299490865528717,-0.1896207584830334,-0.2199780021997832,0.1302735745064565,,-0.1200960768614978,,-0.9018036072144242,-0.2022244691607722,-0.1418439716312058,0.5478896103896069
Health - Inpatient care services,0.266640331819068,0.2363833349748878,0.196521568242125,0.3432382073158768,0.3713838936669322,,0.6426484907497532,,0.3095975232198178,0.1446759259259078,0.182991428296253,0.2884060757546658
Health - Medicines and health products,0.3236245954692629,0.3323558162267925,0.2922837100545639,0.3302894890227392,0.3292021688613422,,0.6369426751592355,,-0.2589182968929737,0.0384578405922431,0.1729937530033698,0.1535066679458907
